effortid,date,year,month,day,population,area,section,activity,timestart,effort,observers,observernames,precip,cloud,windspeed,air,water,notchcode,turtleid,idquestionable,idcomments,obsid,method,utme,utmn,spatialproof,accuracy,accuracyDistance,sex,AgeAtCapture
10118,2009-04-18,2009,4,18,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,13:30:00,60,1,"Jeffie McNeil, Troy Frech",None,0,Calm,12,9,"2,9-1,9",423,0,,60107,Visual survey,334455,4922392,1,Point,10,M,
10118,2009-04-18,2009,4,18,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,13:30:00,60,1,"Jeffie McNeil, Troy Frech",None,0,Calm,12,9,"11-3,8",270,0,,60108,Visual survey,334460,4922399,1,Point,10,M,20+
10119,2009-04-20,2009,4,20,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Visual Survey,14:40:00,40,1,Jeffie McNeil,None,0,Calm,16,12,"2,3-2,9",386,0,,60112,Visual survey,334727,4922349,1,Point,10,M,
10119,2009-04-20,2009,4,20,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Visual Survey,14:40:00,40,1,Jeffie McNeil,None,0,Calm,16,12,"11-3,8",270,0,,60113,Visual survey,334734,4922393,1,Point,10,M,20+
10119,2009-04-20,2009,4,20,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Radio Tracking,15:20:00,50,1,Jeffie McNeil,None,0,Calm,16,13,"8-8,9",639,0,,60111,Incidental to radio tracking,335063,4922515,1,Point,10,M,
10153,2009-04-25,2009,4,25,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,12:06:00,256,2,"Jeffie McNeil, Erik L'Heureux",None,0,Light,,,"11-3,9",271,0,,60141,Visual survey,335046,4922468,1,Point,10,M,20+
10153,2009-04-25,2009,4,25,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,12:06:00,256,2,"Jeffie McNeil, Erik L'Heureux",None,0,Light,,,"11-9,10",275,0,,60142,Visual survey,334910,4922528,1,Point,10,M,20+
10153,2009-04-25,2009,4,25,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,12:06:00,256,2,"Jeffie McNeil, Erik L'Heureux",None,0,Light,,,"8-8,9",639,0,,60143,Visual survey,334933,4922553,1,Point,10,M,
10153,2009-04-25,2009,4,25,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,12:06:00,256,2,"Jeffie McNeil, Erik L'Heureux",None,0,Light,,,"1,11-2,8",116,0,,60144,Visual survey,335093,4922530,1,Point,10,F,
10153,2009-04-25,2009,4,25,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,12:06:00,256,2,"Jeffie McNeil, Erik L'Heureux",None,0,Light,,,"11-9,11",276,0,,60145,Visual survey,335093,4922530,1,Point,10,F,
10188,2009-06-03,2009,6,3,ML (McGowan Lake),WB (West Bog),NC (North Cove),Visual Survey,20:31:00,14,1,Jeffie McNeil,None,30,Calm,17,21,"1,11-2,8",116,0,,60174,Visual survey,335365,4922359,1,Point,10,F,
10192,2009-06-04,2009,6,4,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Set Traps,18:05:00,50,2,"Jeffie McNeil, Troy Frech",None,50,Light,23,22,"8-8,10",637,0,,60177,Incidental to trapping,334598,4922590,1,Point,10,F,
10192,2009-06-04,2009,6,4,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Set Traps,18:40:00,80,2,"Jeffie McNeil, Troy Frech",None,30,Light,21,23,"11-9,11",276,0,,60176,Incidental to trapping,335036,4922456,1,Point,10,F,
10195,2009-06-05,2009,6,5,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Check Traps,19:30:00,32,2,"Jeffie McNeil, Everett Stone",None,100,Calm,21,20,"11-1,2",257,0,,78405,Incidental to trapping,334590,4922605,1,Point,10,M,20+
10195,2009-06-05,2009,6,5,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Check Traps,19:30:00,32,2,"Jeffie McNeil, Everett Stone",None,100,Calm,21,20,"2,10-1,3",304,0,,78406,Incidental to trapping,334591,4922602,1,Point,10,F,20
10201,2009-06-07,2009,6,7,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Bait and Check Traps,18:53:00,34,2,"Jeffie McNeil, Troy Frech",None,10,Light,21,22,"11-9,11",276,0,,60182,Incidental to trapping,335024,4922448,1,Point,10,F,
10201,2009-06-07,2009,6,7,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Bait and Check Traps,19:18:00,20,2,"Jeffie McNeil, Troy Frech",None,10,Light,21,21,"8-8,10",637,0,,60181,Incidental to trapping,334580,4922607,1,Point,10,F,
10204,2009-06-08,2009,6,8,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Check Traps,19:43:00,7,1,Jeffie McNeil,None,30,Light,18,22,"11-9,11",276,0,,60186,Incidental to trapping,334995,4922419,1,Point,10,F,
10227,2009-06-06,2009,6,6,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Check Traps,19:10:00,20,2,"Jeffie McNeil, Troy Frech, Megan Crowley",None,30,Calm,21,20,"11-9,11",276,0,,60203,Incidental to trapping,335024,4922448,1,Point,10,F,
10232,2009-06-11,2009,6,11,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Check Traps,19:30:00,20,1,Jeffie McNeil,Light Rain,100,Calm,15,16,"11-3,9",271,0,,60208,Incidental to trapping,334962,4922467,1,Point,10,M,20+
10247,2009-06-12,2009,6,12,ML (McGowan Lake),EB (East Brook),PP (Peninsula Pond),Visual Survey,01:00:00,30,1,"Troy Frech, Jeffie McNeil",None,100,Calm,16,,"8-8,11",638,0,,60221,Visual survey,336759,4922224,1,Point,10,F,
10319,2009-06-16,2009,6,16,ML (McGowan Lake),EB (East Brook),BP (Borgmann Pond),Visual Survey,14:10:00,5,1,Jeffie McNeil,None,50,Calm,20,,"8-3,9",635,0,,60348,Visual survey,336555,4922313,1,Point,10,M,
10416,2009-07-03,2009,7,3,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,16:20:00,40,2,"Jeffie McNeil, Troy Frech",None,50,Light,30,25,"2,3-3,9",391,0,,60570,Visual survey,334583,4922592,1,Point,10,M,22
10416,2009-07-03,2009,7,3,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,16:20:00,40,2,"Jeffie McNeil, Troy Frech",None,50,Light,30,25,"2,3-8,11",394,0,,60571,Visual survey,334584,4922596,1,Point,10,F,20+
10571,2009-10-11,2009,10,11,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,13:00:00,120,2,"Jeffie McNeil, Troy Frech",None,5,Light,11,8,"2,3-8,10",393,0,,60610,Visual survey,334442,4922386,1,Point,10,M,
10628,2010-03-12,2010,3,12,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,16:25:00,30,1,Jeffie McNeil,None,0,Calm,9,0,unknown,718,0,,60709,Visual survey,,,0,,,,20+
10629,2010-03-13,2010,3,13,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,13:30:00,6,1,"Jeffie McNeil, Troy Frech",None,0,Light,9,0,unknown,718,0,,60710,Visual survey,,,0,,,,20+
10629,2010-03-13,2010,3,13,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,14:10:00,100,2,"Jeffie McNeil, Troy Frech",None,10,Light,11,0,"8-8,9",639,0,,60711,Visual survey,,,0,,,M,
10629,2010-03-13,2010,3,13,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,14:10:00,100,2,"Jeffie McNeil, Troy Frech",None,10,Light,11,0,"2,2-0",363,0,,60712,Visual survey,,,0,,,F,20+
10629,2010-03-13,2010,3,13,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,14:10:00,100,2,"Jeffie McNeil, Troy Frech",None,10,Light,11,0,"2,3-3,10",388,0,,60713,Visual survey,,,0,,,F,20+
10629,2010-03-13,2010,3,13,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,14:10:00,100,2,"Jeffie McNeil, Troy Frech",None,10,Light,11,0,"2,3-3,8",390,0,,60714,Visual survey,,,0,,,M,
10629,2010-03-13,2010,3,13,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,14:10:00,100,2,"Jeffie McNeil, Troy Frech",None,10,Light,11,0,"8-8,10",637,0,,60715,Visual survey,,,0,,,F,
10630,2010-03-15,2010,3,15,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,16:05:00,50,2,Jeffie McNeil,None,70,Light,13,5,"11-2,8",266,0,,60716,Visual survey,,,0,,,F,20+
10645,2010-04-02,2010,4,2,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,14:05:00,90,2,"Brad Toms, Megan Crowley",None,75,Light,0,0,unknown,718,0,,60732,Visual survey,334722,4922687,0,,,,20+
10645,2010-04-02,2010,4,2,ML (McGowan Lake),WB (West Bog),1A (West Bog 1A),Visual Survey,15:20:00,80,2,"Brad Toms, Megan Crowley",None,75,Light,0,0,"9-3,8",705,0,,60733,Visual survey,334580,4922455,0,,,F,20+
10645,2010-04-02,2010,4,2,ML (McGowan Lake),WB (West Bog),1A (West Bog 1A),Visual Survey,15:20:00,80,2,"Brad Toms, Megan Crowley",None,75,Light,0,0,"11-2,3",265,0,,60734,Visual survey,334564,4922433,0,,,F,
11743,2011-06-01,2011,6,1,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Visual Survey,17:15:00,20,2,"Jeffie McNeil, Sherri Carter",None,90,Moderate,21,21,"2,10-1,3",304,0,,62642,Visual survey,334681,4922561,0,,,F,22
11743,2011-06-01,2011,6,1,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,17:55:00,60,2,"Jeffie McNeil, Sherri Carter",None,100,Moderate,20,23,"1,11-2,8",116,0,,62640,Visual survey,335016,4922453,1,,,F,
12064,2011-07-26,2011,7,26,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Check Traps,12:20:00,300,4,"Jeffie McNeil, Sherri Carter, Steve Mockford, Jose Lefebvre",Drizzle / Mist,100,Calm,18,21,"11-9,11",276,0,,63087,Incidental to trapping,335033,4922478,1,Point,10,F,
12076,2011-07-28,2011,7,28,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Check Traps,16:15:00,11,1,Jeffie McNeil,None,100,Calm,23,24,"8-8,10",637,0,,63097,Incidental to trapping,334603,4922615,1,Point,10,F,
12077,2011-07-29,2011,7,29,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Pull Traps,14:10:00,100,2,"Jeffie McNeil, Sherri Carter",None,50,Light,26,23,"8-8,9",639,0,,63106,Incidental to trapping,335033,4922478,1,Point,10,M,
12077,2011-07-29,2011,7,29,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Pull Traps,15:40:00,20,2,"Jeffie McNeil, Sherri Carter",None,50,Light,27,24,"8-8,10",637,0,,63104,Incidental to trapping,334574,4922638,1,Point,10,F,
12467,2011-08-15,2011,8,15,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Set Traps,13:57:00,66,2,"Jeffie McNeil, Sherri Carter",None,95,Light,25,22,unknown,718,0,,63781,Incidental to trapping,334701,4922521,1,Point,10,,20+
12479,2011-08-18,2011,8,18,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Check Traps,10:40:00,220,2,"Sherri Carter, Rachel Thibodeau",,,,,,"2,10-8,11",322,0,,63791,Incidental to trapping,334794,4922422,1,Point,10,F,20+
12847,2012-03-22,2012,3,22,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,14:15:00,108,2,"Jeffie McNeil, Colin Gray",None,0,Light,26,9,"9-3,8",705,0,,67098,Visual survey,334443,4922415,1,Point,10,F,20+
12847,2012-03-22,2012,3,22,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,14:15:00,108,2,"Jeffie McNeil, Colin Gray",None,0,Light,26,9,"2,3-8,10",393,0,,67099,Visual survey,334455,4922398,0,,,M,
12847,2012-03-22,2012,3,22,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,14:15:00,108,2,"Jeffie McNeil, Colin Gray",None,0,Light,26,9,"11-2,3",265,0,,67100,Visual survey,334455,4922398,0,,,F,
12847,2012-03-22,2012,3,22,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,14:15:00,108,2,"Jeffie McNeil, Colin Gray",None,0,Light,26,9,"2,3-2,9",386,0,,67102,Visual survey,,,0,,,M,
12847,2012-03-22,2012,3,22,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,14:15:00,108,2,"Jeffie McNeil, Colin Gray",None,0,Light,26,9,0-11,77,0,,67103,Visual survey,334434,4922387,1,Point,10,M,20+
12847,2012-03-22,2012,3,22,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,14:15:00,108,2,"Jeffie McNeil, Colin Gray",None,0,Light,26,9,"11-1,2",257,0,,67104,Visual survey,,,0,,,M,20+
12847,2012-03-22,2012,3,22,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,14:15:00,108,2,"Jeffie McNeil, Colin Gray",None,0,Light,26,9,"11-2,8",266,0,,67105,Visual survey,,,0,,,F,20+
12849,2012-03-21,2012,3,21,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,13:58:00,30,1,Brad Toms,None,0,Light,20,,"11-1,2",257,0,,67109,Visual survey,334441,4922383,0,,,M,20+
12849,2012-03-21,2012,3,21,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,13:58:00,30,1,Brad Toms,None,0,Light,20,,"11-2,8",266,0,,67110,Visual survey,334444,4922384,0,,,F,20+
12849,2012-03-21,2012,3,21,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,13:58:00,30,1,Brad Toms,None,0,Light,20,,"8-10,11",622,0,,67111,Visual survey,334450,4922392,0,,,F,
12849,2012-03-21,2012,3,21,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,13:58:00,30,1,Brad Toms,None,0,Light,20,,"9-3,8",705,0,"Turtle originally identified as 2,10-3,8 but this is a Westfield female who is missing a front foot. No missing foot was noted and the description of the turtle's notches (notch L1 L2 and double notch R8) match Drozilla.  Drozilla was seen basking the same area the next day.",67112,Visual survey,334458,4922399,1,Point,10,F,20+
12849,2012-03-21,2012,3,21,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,13:58:00,30,1,Brad Toms,None,0,Light,20,,"8-3,9",635,0,,67113,Visual survey,334458,4922399,0,,,M,
12849,2012-03-21,2012,3,21,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,14:38:00,19,1,Brad Toms,None,0,Light,21.4,,"2,3-3,10",388,0,,67114,Visual survey,334739,4922702,0,,,F,20+
12863,2012-05-11,2012,5,11,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,13:45:00,46,2,Brad Toms and Hannah Blanchard,None,25,Light,18,,"2,3-2,8",385,0,,67173,Visual survey,334504,4922441,0,,,M,20+
12863,2012-05-11,2012,5,11,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,14:30:00,60,2,Brad Toms and Hannah Blanchard,None,25,Calm,18,,"11-2,11",263,0,,67174,Visual survey,335032,4922536,0,,,M,
12865,2012-04-10,2012,4,10,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,15:01:00,36,1,Brad Toms,None,25,Moderate,16.5,,0-11,77,0,,67175,Visual survey,334430,4922393,1,Point UTM Only,10,M,20+
12865,2012-04-10,2012,4,10,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,15:01:00,36,1,Brad Toms,None,25,Moderate,16.5,,"2,3-2,9",386,0,,67176,Visual survey,334447,4922392,0,,,M,
12865,2012-04-10,2012,4,10,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,15:01:00,36,1,Brad Toms,None,25,Moderate,16.5,,"11-2,8",266,0,,67177,Visual survey,334447,4922392,0,,,F,20+
12865,2012-04-10,2012,4,10,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,15:01:00,36,1,Brad Toms,None,25,Moderate,16.5,,"11-1,2",257,0,,67178,Visual survey,334457,4922393,0,,,M,20+
12865,2012-04-10,2012,4,10,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,15:01:00,36,1,Brad Toms,None,25,Moderate,16.5,,"9-3,8",705,0,,67179,Visual survey,334471,4922411,1,Point UTM Only,10,F,20+
12884,2012-05-14,2012,5,14,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,15:10:00,85,1,Jeffie McNeil,None,90,Light,21,18,"8-3,8",634,0,,67183,Visual survey,334931,4922566,1,Point,10,F,20+
12994,2012-05-26,2012,5,26,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,18:40:00,25,1,Jeffie McNeil,None,0,Calm,22,22,"1,11-2,4",1113,0,,67308,Visual survey,335037,4922502,1,Point,10,,10
13940,2013-03-14,2013,3,14,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,16:00:00,20,1,Jeffie McNeil,None,10,Light,8,8,"8-8,9",639,0,,69336,Visual survey,334746,4922699,1,,,M,
13940,2013-03-14,2013,3,14,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,16:00:00,20,1,Jeffie McNeil,None,10,Light,8,8,"8-3,4",633,0,,69337,Visual survey,334746,4922699,1,Point,10,M,20+
14002,2013-03-29,2013,3,29,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Dog and visual survey,14:42:00,53,1,Jeffie McNeil,None,0,Light,20,,"2,3-3,8",390,0,,74047,Sniffer dog find,334729,4922701,1,Point,10,M,
14002,2013-03-29,2013,3,29,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Dog and visual survey,14:42:00,53,1,Jeffie McNeil,None,0,Light,20,,"10-8,11",241,0,,74048,Human find during dog and visual survey,334754,4922691,1,Point,10,M,20+
14002,2013-03-29,2013,3,29,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Dog and visual survey,14:42:00,53,1,Jeffie McNeil,None,0,Light,20,,"2,11,12-0",3171,1,See comments,74049,Sniffer dog find,334743,4922690,1,Point,10,,11
14006,2013-04-08,2013,4,8,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Dog and visual survey,14:00:00,180,3,"Marion Brunel, Sarah Adams, Jeffie McNeil",,30,Calm,14,,"11-1,2",257,0,,74058,Sniffer dog find,334458,4922408,1,Within section,25,M,20+
14007,2013-04-15,2013,4,15,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Dog and visual survey,15:50:00,261,3,"Jeffie McNeil, Sarah Adams, Marion Brunel, Boomer",None,90,Calm,11,,0-11,77,0,,74073,Human find during dog and visual survey,334434,4922395,1,Point,10,M,20+
14007,2013-04-15,2013,4,15,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Dog and visual survey,15:50:00,261,3,"Jeffie McNeil, Sarah Adams, Marion Brunel, Boomer",None,90,Calm,11,,"11-1,2",257,0,,74075,Human find during dog and visual survey,334458,4922408,1,Within section,25,M,20+
14007,2013-04-15,2013,4,15,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Dog and visual survey,15:50:00,261,3,"Jeffie McNeil, Sarah Adams, Marion Brunel, Boomer",None,90,Calm,11,,"2,3-8,10",393,0,,74077,Human find during dog and visual survey,334454,4922395,1,Point,10,M,
14007,2013-04-15,2013,4,15,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Dog and visual survey,15:50:00,261,3,"Jeffie McNeil, Sarah Adams, Marion Brunel, Boomer",None,90,Calm,11,,"9-3,8",705,0,,74080,Human find during dog and visual survey,334451,4922398,1,Point,10,F,20+
14007,2013-04-15,2013,4,15,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Dog and visual survey,15:50:00,261,3,"Jeffie McNeil, Sarah Adams, Marion Brunel, Boomer",None,90,Calm,11,,"2,3-8,11",394,0,,74083,Human find during dog and visual survey,334451,4922398,1,Point,10,F,20+
14008,2013-04-16,2013,4,16,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,14:30:00,30,1,Jeffie McNeil,None,80,Light,11,7,"8-8,9",639,0,,74084,Visual survey,334726,4922687,1,Point,10,M,
14008,2013-04-16,2013,4,16,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,15:15:00,32,1,Jeffie McNeil,None,70,Light,11,,0-11,77,0,,74074,Visual survey,334434,4922395,1,Point,10,M,20+
14008,2013-04-16,2013,4,16,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,15:15:00,32,1,Jeffie McNeil,None,70,Light,11,,"11-1,2",257,0,,74076,Visual survey,334458,4922401,1,,,M,20+
14008,2013-04-16,2013,4,16,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,15:15:00,32,1,Jeffie McNeil,None,70,Light,11,,"2,3-8,10",393,0,,74079,Visual survey,334458,4922401,1,Point,10,M,
14008,2013-04-16,2013,4,16,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,15:15:00,32,1,Jeffie McNeil,None,70,Light,11,,"9-3,8",705,0,,74082,Visual survey,334458,4922401,1,Point,10,F,20+
14017,2013-04-22,2013,4,22,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Dog and visual survey,15:20:00,115,1,Jeffie McNeil,None,20,Light,12,,"8-3,9",635,0,,74093,Human find during dog and visual survey,335073,4922532,1,Point,10,M,
15168,2014-01-13,2014,1,13,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,13:30:00,30,1,Jeffie McNeil,None,0,Calm,7,,unknown,718,0,,75765,Visual survey,334754,4922691,1,Point,10,,20+
15168,2014-01-13,2014,1,13,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,13:30:00,30,1,Jeffie McNeil,None,0,Calm,7,,"2,3-3,10",388,0,,75766,Visual survey,334752,4922691,1,Point,10,F,20+
15168,2014-01-13,2014,1,13,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,13:30:00,30,1,Jeffie McNeil,None,0,Calm,7,,"8-8,10",637,0,,75767,Visual survey,334754,4922691,1,Point,10,F,
15168,2014-01-13,2014,1,13,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,13:30:00,30,1,Jeffie McNeil,None,0,Calm,7,,"8-8,9",639,0,,75768,Visual survey,334755,4922691,1,Point,10,M,
15168,2014-01-13,2014,1,13,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,13:30:00,30,1,Jeffie McNeil,None,0,Calm,7,,"2,3-2,11",382,0,,75770,Visual survey,334754,4922691,1,Point,10,F,
15168,2014-01-13,2014,1,13,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Visual Survey,13:30:00,30,1,Jeffie McNeil,None,0,Calm,7,,"2,3-3,9",391,0,,75771,Visual survey,334754,4922691,1,Point,10,M,27
15447,2014-04-07,2014,4,7,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Dog and visual survey,14:25:00,160,4,"Jeffie McNeil, Harold Clapp, Diane Clapp, Camille Tedesco, Boomer",None,0,Calm,12,10,"8-9,10",641,0,,77392,Human find during dog and visual survey,334752,4922686,1,Point,10,M,20+
15447,2014-04-07,2014,4,7,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Dog and visual survey,14:25:00,160,4,"Jeffie McNeil, Harold Clapp, Diane Clapp, Camille Tedesco, Boomer",None,0,Calm,12,10,"2,3-3,8",390,0,,77393,Human find during dog and visual survey,334740,4922702,1,Point,10,M,
15447,2014-04-07,2014,4,7,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Dog and visual survey,14:25:00,160,4,"Jeffie McNeil, Harold Clapp, Diane Clapp, Camille Tedesco, Boomer",None,0,Calm,12,10,"8-3,4",633,0,,77395,Human find during dog and visual survey,334734,4922682,1,Point,10,M,20+
15447,2014-04-07,2014,4,7,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Dog and visual survey,14:25:00,160,4,"Jeffie McNeil, Harold Clapp, Diane Clapp, Camille Tedesco, Boomer",None,0,Calm,12,10,"8-8,9",639,0,,78346,Human find during dog and visual survey,334740,4922702,1,Point,10,M,
15452,2013-05-06,2013,5,6,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,14:23:00,64,2,"Jeffie McNeil, Fernanda Tavares",None,0,Light,19,,"1,11-2,4",1113,0,,77397,Visual survey,335049,4922524,1,Within section,25,,11
15478,2014-04-18,2014,4,18,ML (McGowan Lake),WB (West Bog),1C (West Bog 1C),Dog and visual survey,13:05:00,15,1,"Jeffie McNeil, Boomer dog",None,5,Light,7,8,"2,3-3,9",391,0,,77413,Sniffer dog find,334712,4922679,1,Point,10,M,27
15480,2014-05-29,2014,5,29,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Dog and visual survey,12:20:00,69,3,"Jeffie McNeil, Travis Landry, Wesley Pitts",None,30,Calm,18,15,"8-8,10",637,0,,77418,Human find during dog and visual survey,334589,4922597,1,Point,10,F,
15480,2014-05-29,2014,5,29,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Dog and visual survey,12:45:00,90,3,"Jeffie McNeil, Travis Landry, Wesley Pitts",None,50,Calm,18,16,"2,11-2",338,0,,77417,Human find during dog and visual survey,334712,4922508,1,Point,10,,19
15480,2014-05-29,2014,5,29,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Dog and visual survey,13:15:00,165,3,"Jeffie McNeil, Travis Landry, Wesley Pitts",None,20,Calm,19,18,"11-9,11",276,0,,77414,Human find during dog and visual survey,335037,4922468,1,Point,10,F,
15480,2014-05-29,2014,5,29,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Dog and visual survey,13:15:00,165,3,"Jeffie McNeil, Travis Landry, Wesley Pitts",None,20,Calm,19,18,"8-3,8",634,0,,77416,Human find during dog and visual survey,334905,4922512,1,Point,10,F,20+
15549,2014-06-07,2014,6,7,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Visual Survey,19:35:00,20,2,"Wesley Pitts, Tom Herman",None,50,Calm,21,17,"11-2,10",262,0,,77437,Visual survey,334776,4922454,1,Point,10,F,20+
15615,2014-07-15,2014,7,15,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Check Traps,11:37:00,99,3,"Wesley Pitts, Sarah Adams, Travis Landry",None,95,Light,24,23,"2,3-8,10",393,0,,77671,Incidental to trapping,334767,4922412,1,Point,10,M,
